name,id,link
ALBERT RIVER @ HIAWATHA (BELOW FALLS),227216,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ALBERT%20RIVER%20%40%20HIAWATHA%20(BELOW%20FALLS)/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
ANGLESEA RIVER (MARSHY CREEK) @ ALCOA,235260,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ANGLESEA%20RIVER%20(MARSHY%20CREEK)%20%40%20ALCOA/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
ANGLESEA RIVER @ GREAT OCEAN ROAD BRIDGE,235278,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ANGLESEA%20RIVER%20%40%20GREAT%20OCEAN%20ROAD%20BRIDGE/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
ANGLESEA RIVER @ GUMFLATS ROAD,235277,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ANGLESEA%20RIVER%20%40%20GUMFLATS%20ROAD/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
ANGLESEA SWAMP @ VEGETATION SITE P7 TRANSECT,235280,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ANGLESEA%20SWAMP%20%40%20VEGETATION%20SITE%20P7%20TRANSECT/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
ANGLESEA WETLANDS @ ALLARDYLE TRACK,235272,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ANGLESEA%20WETLANDS%20%40%20ALLARDYLE%20TRACK/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
APOLLO BAY @ APOLLO BAY BASIN,235279,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/APOLLO%20BAY%20%40%20APOLLO%20BAY%20BASIN/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
ARDMONA MAIN DRAIN @ RETARDING BASIN,405721,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ARDMONA%20MAIN%20DRAIN%20%40%20RETARDING%20BASIN/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
ARDMONA MAIN DRAIN @ RETARDING BASIN'S INLET,405753,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ARDMONA%20MAIN%20DRAIN%20%40%20RETARDING%20BASIN'S%20INLET/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
AREA 2 SITE1 @ DOWDS MORASS NTH,226602,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/AREA%202%20SITE1%20%40%20DOWDS%20MORASS%20NTH/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
AREA 4 SITE 2 @ DOWDS MORASS STH,226603,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/AREA%204%20SITE%202%20%40%20DOWDS%20MORASS%20STH/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
ARKINS CREEK WEST BRANCH @ WYELANGTA,235205,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ARKINS%20CREEK%20WEST%20BRANCH%20%40%20WYELANGTA/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
ARMSTRONG CREEK @ REEFTON,229202,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ARMSTRONG%20CREEK%20%40%20REEFTON/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
ARMSTRONG CREEK @ U/S OF WEIR,229104,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ARMSTRONG%20CREEK%20%40%20U%2FS%20OF%20WEIR/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
ARMSTRONG CREEK EAST BRANCH @ U/S OF WEIR,229107,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ARMSTRONG%20CREEK%20EAST%20BRANCH%20%40%20U%2FS%20OF%20WEIR/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
ARNOLD CREEK @ D/S OF MELTON,231229,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ARNOLD%20CREEK%20%40%20D%2FS%20OF%20MELTON/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
ARNOLD CREEK @ U/S OF MELTON,231228,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ARNOLD%20CREEK%20%40%20U%2FS%20OF%20MELTON/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
ARTHURS CREEK @ STRATHEWEN,229208,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/ARTHURS%20CREEK%20%40%20STRATHEWEN/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
AVOCA RIVER @ AMPHITHEATRE,408202,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/AVOCA%20RIVER%20%40%20AMPHITHEATRE/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
AVOCA RIVER @ ARCHDALE JUNCTION,408206,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/AVOCA%20RIVER%20%40%20ARCHDALE%20JUNCTION/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
AVOCA RIVER @ CHARLTON,408212,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/AVOCA%20RIVER%20%40%20CHARLTON/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
AVOCA RIVER @ CHARLTON TOWNSHIP,408219,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/AVOCA%20RIVER%20%40%20CHARLTON%20TOWNSHIP/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
AVOCA RIVER @ COONOOER,408200,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/AVOCA%20RIVER%20%40%20COONOOER/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
AVOCA RIVER @ MOUNT LONARCH,408211,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/AVOCA%20RIVER%20%40%20MOUNT%20LONARCH/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
AVOCA RIVER @ OUTFALL TRESCO PUMPHOUSE,408213,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/AVOCA%20RIVER%20%40%20OUTFALL%20TRESCO%20PUMPHOUSE/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
AVOCA RIVER @ QUAMBATOOK,408203,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/AVOCA%20RIVER%20%40%20QUAMBATOOK/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
AVOCA RIVER @ SANDHILL LAKE ROAD,408209,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/AVOCA%20RIVER%20%40%20SANDHILL%20LAKE%20ROAD/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
